ticker,date,expected_candles,observed_candles,candle_coverage,valid_intraday_returns,stale_price_share,positive_volume_share,all_prices_positive,configured_market_close,effective_market_close
BHIA3.SA,2026-05-15,83,83,1.0,82,0.524390243902439,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-18,83,83,1.0,82,0.32926829268292684,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-19,83,81,0.9759036144578314,81,0.5679012345679012,0.9876543209876543,True,17:55,16:50
BHIA3.SA,2026-05-20,83,80,0.963855421686747,82,0.35365853658536583,0.9875,True,17:55,16:50
BHIA3.SA,2026-05-21,83,82,0.9879518072289156,81,0.43209876543209874,0.9878048780487805,True,17:55,16:50
BHIA3.SA,2026-05-22,83,83,1.0,82,0.5975609756097561,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-25,83,83,1.0,82,0.573170731707317,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-26,83,83,1.0,82,0.7073170731707317,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-05-27,83,83,1.0,82,0.573170731707317,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-05-28,83,83,1.0,82,0.45121951219512196,0.9518072289156626,True,17:55,16:50
BHIA3.SA,2026-05-29,83,82,0.9879518072289156,82,0.4268292682926829,0.9878048780487805,True,17:55,16:50
BHIA3.SA,2026-06-01,83,83,1.0,82,0.6463414634146342,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-06-02,83,83,1.0,82,0.5,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-06-03,83,83,1.0,82,0.5487804878048781,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-06-05,83,83,1.0,82,0.7439024390243902,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-06-08,83,83,1.0,82,0.8414634146341463,0.9759036144578314,True,17:55,16:50
BHIA3.SA,2026-06-09,83,83,1.0,82,0.4268292682926829,0.9879518072289156,True,17:55,16:50
BHIA3.SA,2026-06-10,83,83,1.0,82,0.6707317073170732,0.9518072289156626,True,17:55,16:50
BHIA3.SA,2026-06-11,83,83,1.0,82,0.524390243902439,0.9518072289156626,True,17:55,16:50
